param,estimate,cri_lower,cri_upper
alpha,3.22507084136465e-05,1.13902830698216e-05,6.54615078432078e-05
beta,0.349617511453371,0.290696909013355,0.417165487702942
gamma,1.0895770902873,0.921727620708254,1.26490696525328
com_age_group_child,0.953661290842439,0.118306803721857,3.19918444343252
inf_age_group_child,1.51165776899476,1.23964253369866,1.809709906892
sus_age_group_child,1.34714813315083,1.17315021367561,1.54038833798278
prof_mean,3.44582230063747,3.29755817765455,3.59868849679214
prof_var,0.300299413969071,0.1728302678876,0.44893880336351
